order_id,order_number,customer_id,order_date,status,subtotal,discount_percent,shipping_cost,tax_amount,total_amount,payment_method,shipping_method,promotion_id,notes
29,ORD-20230207-00029,147,2023-02-07,shipped,565.84,11,50,118.83,672.43,credit_card,pickup,,
30,ORD-20230619-00030,302,2023-06-19,shipped,874.2,1,380,183.58,1429.04,bank_transfer,standard,,
31,ORD-20240330-00031,299,2024-03-30,delivered,1413.06,4,0,296.74,1653.28,bank_transfer,express,,
32,ORD-20230611-00032,220,2023-06-11,shipped,1407.39,6,280,295.55,1898.5,cash_on_delivery,standard,,
33,ORD-20231117-00033,144,2023-11-17,shipped,2732.89,19,60,573.91,2847.55,credit_card,same_day,,
34,ORD-20230906-00034,76,2023-09-06,shipped,4128.94,18,90,867.08,4342.81,debit_card,pickup,,
35,ORD-20230606-00035,58,2023-06-06,cancelled,972.47,2,450,204.22,1607.24,cash_on_delivery,express,10,
36,ORD-20240601-00036,160,2024-06-01,processing,836.32,19,290,175.63,1143.05,debit_card,pickup,,
37,ORD-20241002-00037,307,2024-10-02,shipped,334.77,12,430,70.3,794.9,credit_card,standard,,
38,ORD-20240806-00038,333,2024-08-06,delivered,1543.13,4,440,324.06,2245.46,paypal,standard,,
39,ORD-20251006-00039,15,2025-10-06,processing,1761.4,4,70,369.89,2130.83,paypal,same_day,,
40,ORD-20240810-00040,89,2024-08-10,processing,1078.62,15,350,226.51,1493.34,cash_on_delivery,same_day,,Nota del cliente: Entregar por la tarde
41,ORD-20240430-00041,171,2024-04-30,cancelled,99.09,1,10,20.81,128.91,credit_card,pickup,1,Nota del cliente: Llamar antes
42,ORD-20231117-00042,18,2023-11-17,delivered,3848.78,10,280,808.24,4552.14,debit_card,standard,5,
43,ORD-20250815-00043,7,2025-08-15,shipped,142.4,17,430,29.9,578.09,cash_on_delivery,express,,
44,ORD-20230327-00044,173,2023-03-27,pending,2716.36,14,320,570.44,3226.51,debit_card,standard,1,
45,ORD-20250808-00045,50,2025-08-08,processing,2653.82,1,150,557.3,3334.58,credit_card,express,,
46,ORD-20260317-00046,25,2026-03-17,cancelled,3468.84,20,300,728.46,3803.53,paypal,pickup,,
47,ORD-20230404-00047,231,2023-04-04,pending,3044.96,16,10,639.44,3207.21,cash_on_delivery,standard,,
48,ORD-20230116-00048,217,2023-01-16,delivered,2589.95,8,340,543.89,3266.64,credit_card,standard,,
49,ORD-20230514-00049,279,2023-05-14,processing,957.71,17,270,201.12,1266.02,paypal,pickup,,
50,ORD-20231209-00050,330,2023-12-09,shipped,2687.12,14,420,564.3,3295.22,debit_card,express,,
51,ORD-20250422-00051,169,2025-04-22,processing,2276.86,13,490,478.14,2949.01,credit_card,pickup,,
52,ORD-20231224-00052,304,2023-12-24,pending,2952.12,14,320,619.95,3478.77,bank_transfer,pickup,7,
53,ORD-20240101-00053,207,2024-01-01,shipped,2414.31,14,430,507.01,3013.32,cash_on_delivery,express,,Nota del cliente: Entregar por la tarde
54,ORD-20250226-00054,46,2025-02-26,processing,2568.71,3,100,539.43,3131.08,cash_on_delivery,same_day,,
55,ORD-20250716-00055,221,2025-07-16,cancelled,1249.6,20,250,262.42,1512.1,debit_card,same_day,,
56,ORD-20241014-00056,301,2024-10-14,delivered,424.15,20,210,89.07,638.39,debit_card,standard,,
57,ORD-20240110-00057,86,2024-01-10,shipped,4490.67,14,30,943.04,4835.02,debit_card,pickup,,
58,ORD-20230404-00058,323,2023-04-04,processing,1358.68,4,470,285.32,2059.65,bank_transfer,same_day,,
59,ORD-20240131-00059,5,2024-01-31,shipped,784.83,17,170,164.81,986.22,paypal,express,,
60,ORD-20250301-00060,57,2025-03-01,shipped,1323.96,1,140,278.03,1728.75,cash_on_delivery,standard,1,
61,ORD-20230618-00061,198,2023-06-18,delivered,1606.77,8,0,337.42,1815.65,debit_card,same_day,,Nota del cliente: Envolver para regalo
62,ORD-20260314-00062,182,2026-03-14,pending,3853.48,16,370,809.23,4416.15,debit_card,pickup,,Nota del cliente: Dejar en portería
63,ORD-20250316-00063,198,2025-03-16,processing,2627.41,9,440,551.76,3382.7,debit_card,express,,
64,ORD-20240310-00064,232,2024-03-10,cancelled,200.92,12,480,42.19,699,bank_transfer,standard,5,
65,ORD-20230603-00065,160,2023-06-03,shipped,325.41,20,260,68.34,588.67,credit_card,same_day,,Nota del cliente: Envolver para regalo
66,ORD-20240217-00066,332,2024-02-17,cancelled,1632.15,4,240,342.75,2149.61,cash_on_delivery,same_day,,
67,ORD-20230610-00067,167,2023-06-10,delivered,2931.42,5,270,615.6,3670.45,credit_card,pickup,2,
68,ORD-20240524-00068,213,2024-05-24,shipped,149.87,13,330,31.47,491.86,paypal,standard,,Nota del cliente: Envolver para regalo
69,ORD-20230915-00069,310,2023-09-15,pending,3544.43,7,430,744.33,4470.65,bank_transfer,pickup,,
70,ORD-20240928-00070,263,2024-09-28,cancelled,4327.54,4,20,908.78,5083.22,bank_transfer,same_day,,
71,ORD-20240205-00071,139,2024-02-05,shipped,1163.24,18,190,244.28,1388.14,cash_on_delivery,express,,
72,ORD-20241016-00072,252,2024-10-16,cancelled,465.16,4,30,97.68,574.23,credit_card,standard,,
73,ORD-20240417-00073,182,2024-04-17,cancelled,2314.67,14,250,486.08,2726.7,credit_card,same_day,5,
74,ORD-20250608-00074,173,2025-06-08,shipped,967.75,16,440,203.23,1456.14,cash_on_delivery,standard,,
75,ORD-20240613-00075,278,2024-06-13,processing,2782.12,2,110,584.25,3420.73,paypal,pickup,10,
76,ORD-20240708-00076,94,2024-07-08,cancelled,4811.14,8,210,1010.34,5646.59,debit_card,standard,,
77,ORD-20241129-00077,122,2024-11-29,cancelled,1790.51,10,160,376.01,2147.47,cash_on_delivery,standard,,
78,ORD-20251021-00078,323,2025-10-21,shipped,1705.67,7,120,358.19,2064.46,cash_on_delivery,express,,
79,ORD-20250423-00079,311,2025-04-23,pending,2964.59,9,310,622.56,3630.34,cash_on_delivery,pickup,,
80,ORD-20231011-00080,286,2023-10-11,cancelled,2793.32,19,490,586.6,3339.19,debit_card,pickup,,Nota del cliente: Dejar en portería
81,ORD-20250806-00081,214,2025-08-06,delivered,213.47,17,410,44.83,632.01,cash_on_delivery,standard,,
82,ORD-20230501-00082,142,2023-05-01,pending,588.7,9,190,123.63,849.35,credit_card,express,1,
83,ORD-20251114-00083,222,2025-11-14,processing,1291.84,17,170,271.29,1513.52,debit_card,pickup,7,
84,ORD-20250629-00084,206,2025-06-29,shipped,1134.19,17,500,238.18,1679.56,credit_card,standard,,
85,ORD-20231024-00085,301,2023-10-24,shipped,1783.35,6,310,374.5,2360.85,debit_card,express,,
86,ORD-20251011-00086,240,2025-10-11,pending,2559.59,12,170,537.51,2959.95,cash_on_delivery,standard,,
87,ORD-20260206-00087,229,2026-02-06,delivered,1735.96,1,260,364.55,2343.15,credit_card,standard,,Nota del cliente: Llamar antes
88,ORD-20230428-00088,251,2023-04-28,cancelled,3344.86,8,440,702.42,4219.69,credit_card,pickup,,
89,ORD-20240114-00089,140,2024-01-14,processing,5495.19,10,140,1153.99,6239.66,credit_card,same_day,,
90,ORD-20240605-00090,264,2024-06-05,cancelled,4016.23,16,480,843.41,4697.04,paypal,pickup,2,
91,ORD-20250705-00091,234,2025-07-05,delivered,2822.28,11,140,592.68,3244.51,debit_card,express,,
92,ORD-20240726-00092,128,2024-07-26,processing,1081.19,11,70,227.05,1259.31,credit_card,same_day,8,
93,ORD-20240404-00093,128,2024-04-04,pending,1206.09,4,480,253.28,1891.13,bank_transfer,standard,,
94,ORD-20240729-00094,190,2024-07-29,cancelled,1698.35,10,370,356.65,2255.17,credit_card,pickup,,
95,ORD-20230323-00095,140,2023-03-23,processing,1538.38,11,30,323.06,1722.22,bank_transfer,standard,,
96,ORD-20260305-00096,71,2026-03-05,cancelled,6413.02,7,450,1346.73,7760.84,credit_card,pickup,,
97,ORD-20260217-00097,233,2026-02-17,processing,4416.82,17,140,927.53,4733.49,cash_on_delivery,pickup,,
98,ORD-20230701-00098,82,2023-07-01,processing,1812.6,9,60,380.65,2090.12,debit_card,express,1,
99,ORD-20240101-00099,94,2024-01-01,delivered,3427.01,13,390,719.67,4091.17,paypal,express,,
100,ORD-20250404-00100,276,2025-04-04,pending,1483.14,17,420,311.46,1962.47,bank_transfer,pickup,,Nota del cliente: Envolver para regalo
101,ORD-20230727-00101,76,2023-07-27,cancelled,164.44,8,100,34.53,285.81,cash_on_delivery,standard,,
102,ORD-20240504-00102,202,2024-05-04,pending,268.02,16,0,56.28,281.42,debit_card,express,,Nota del cliente: Entregar por la tarde
103,ORD-20240731-00103,173,2024-07-31,pending,1311.3,0,0,275.37,1586.67,cash_on_delivery,same_day,,
104,ORD-20240925-00104,183,2024-09-25,pending,1351.55,0,400,283.83,2035.38,debit_card,pickup,8,
105,ORD-20241125-00105,46,2024-11-25,processing,3086.37,11,460,648.14,3855.01,credit_card,express,,Nota del cliente: Llamar antes
106,ORD-20240508-00106,8,2024-05-08,pending,1451.47,19,320,304.81,1800.5,debit_card,standard,,
107,ORD-20231018-00107,232,2023-10-18,delivered,2922.26,11,310,613.67,3524.48,paypal,same_day,,
108,ORD-20250914-00108,33,2025-09-14,pending,1516.52,5,450,318.47,2209.16,cash_on_delivery,express,6,
109,ORD-20240710-00109,331,2024-07-10,shipped,1055.39,12,240,221.63,1390.37,paypal,same_day,,
110,ORD-20230903-00110,15,2023-09-03,cancelled,5439.67,11,110,1142.33,6093.64,bank_transfer,pickup,,
111,ORD-20250219-00111,235,2025-02-19,delivered,3741.52,5,350,785.72,4690.16,debit_card,pickup,,Nota del cliente: Dejar en portería
112,ORD-20231120-00112,70,2023-11-20,processing,3520.09,18,230,739.22,3855.69,debit_card,same_day,4,
113,ORD-20240415-00113,271,2024-04-15,pending,4733.88,9,380,994.11,5681.94,cash_on_delivery,standard,2,
114,ORD-20230430-00114,97,2023-04-30,processing,2554.29,11,60,536.4,2869.72,bank_transfer,express,,
115,ORD-20240208-00115,263,2024-02-08,cancelled,1931.11,0,470,405.53,2806.64,bank_transfer,standard,,
116,ORD-20241108-00116,269,2024-11-08,cancelled,917.12,4,70,192.6,1143.04,credit_card,pickup,,
117,ORD-20240910-00117,229,2024-09-10,shipped,5135.56,5,330,1078.47,6287.25,cash_on_delivery,standard,,
118,ORD-20260121-00118,108,2026-01-21,processing,1799.45,15,410,377.88,2317.41,paypal,standard,,
119,ORD-20250307-00119,97,2025-03-07,processing,2699.16,4,40,566.82,3198.01,paypal,standard,,
120,ORD-20250422-00120,162,2025-04-22,processing,1881.36,7,450,395.09,2594.75,debit_card,standard,3,Nota del cliente: Dejar en portería
121,ORD-20240628-00121,16,2024-06-28,pending,874.97,13,70,183.74,1014.96,bank_transfer,express,,Nota del cliente: Entregar por la tarde
122,ORD-20241027-00122,211,2024-10-27,shipped,99.09,17,410,20.81,513.05,bank_transfer,express,1,
123,ORD-20260303-00123,113,2026-03-03,shipped,3812.36,7,220,800.6,4566.09,paypal,standard,7,
124,ORD-20240904-00124,167,2024-09-04,pending,2404.4,7,320,504.92,3061.01,debit_card,same_day,,Nota del cliente: Entregar por la tarde
125,ORD-20250521-00125,250,2025-05-21,processing,4410.18,5,90,926.14,5205.81,paypal,pickup,,
126,ORD-20250407-00126,189,2025-04-07,delivered,1131.68,6,420,237.65,1721.43,cash_on_delivery,express,3,
127,ORD-20240501-00127,116,2024-05-01,delivered,1485,11,260,311.85,1893.5,paypal,same_day,,
128,ORD-20240118-00128,87,2024-01-18,delivered,3421.29,0,340,718.47,4479.76,paypal,pickup,,Nota del cliente: Llamar antes
129,ORD-20240114-00129,76,2024-01-14,shipped,1200.35,8,230,252.07,1586.39,paypal,standard,,
130,ORD-20250709-00130,126,2025-07-09,shipped,1758.01,19,310,369.18,2103.17,cash_on_delivery,express,,
131,ORD-20260318-00131,315,2026-03-18,processing,3224.22,0,10,677.09,3911.31,paypal,same_day,4,
132,ORD-20250623-00132,300,2025-06-23,pending,2542.55,8,360,533.94,3233.09,paypal,express,,
133,ORD-20241219-00133,178,2024-12-19,pending,3144.21,7,320,660.28,3904.4,bank_transfer,same_day,,Nota del cliente: Envolver para regalo
134,ORD-20250401-00134,95,2025-04-01,processing,2752.8,18,180,578.09,3015.39,bank_transfer,same_day,,
135,ORD-20250731-00135,67,2025-07-31,cancelled,4893.68,10,160,1027.67,5591.98,bank_transfer,pickup,,
136,ORD-20230128-00136,74,2023-01-28,shipped,5028.83,20,80,1056.05,5159.11,bank_transfer,standard,1,
137,ORD-20230228-00137,75,2023-02-28,processing,866.7,11,370,182.01,1323.37,credit_card,express,,
138,ORD-20240523-00138,164,2024-05-23,cancelled,3174.53,2,450,666.65,4227.69,cash_on_delivery,express,,
139,ORD-20251116-00139,119,2025-11-16,delivered,5129.74,1,170,1077.25,6325.69,debit_card,express,,Nota del cliente: Dejar en portería
140,ORD-20250503-00140,23,2025-05-03,shipped,4891.06,19,0,1027.12,4988.88,paypal,standard,,
141,ORD-20230609-00141,3,2023-06-09,cancelled,79.5,3,260,16.7,353.82,cash_on_delivery,express,,
142,ORD-20240803-00142,218,2024-08-03,processing,164.44,12,260,34.53,439.24,paypal,standard,,
143,ORD-20240423-00143,317,2024-04-23,cancelled,424.15,2,330,89.07,834.74,paypal,same_day,2,
144,ORD-20241031-00144,122,2024-10-31,processing,6531.34,19,340,1371.58,7001.97,credit_card,pickup,,
145,ORD-20250422-00145,217,2025-04-22,shipped,3692.27,1,370,775.38,4800.73,debit_card,express,,
146,ORD-20251213-00146,16,2025-12-13,pending,297.27,12,250,62.43,574.03,bank_transfer,express,9,
147,ORD-20240624-00147,135,2024-06-24,shipped,1624.04,10,270,341.05,2072.69,cash_on_delivery,standard,6,
148,ORD-20230120-00148,278,2023-01-20,pending,2439.24,15,210,512.24,2795.59,debit_card,standard,,
149,ORD-20250530-00149,27,2025-05-30,pending,79.34,19,380,16.66,460.93,bank_transfer,same_day,,
150,ORD-20230721-00150,92,2023-07-21,processing,4039.64,17,200,848.32,4401.22,cash_on_delivery,express,,
151,ORD-20230103-00151,114,2023-01-03,pending,3063.5,17,300,643.34,3486.05,debit_card,pickup,,
152,ORD-20240630-00152,33,2024-06-30,processing,795.64,0,370,167.08,1332.72,bank_transfer,same_day,,
153,ORD-20251124-00153,5,2025-11-24,delivered,1406.55,5,70,295.38,1701.6,bank_transfer,express,1,
154,ORD-20241110-00154,46,2024-11-10,pending,3107.07,11,280,652.48,3697.77,debit_card,same_day,6,
155,ORD-20230711-00155,186,2023-07-11,shipped,1155.6,15,10,242.68,1234.94,cash_on_delivery,pickup,,
156,ORD-20251127-00156,130,2025-11-27,shipped,15.9,4,10,3.34,28.6,debit_card,pickup,,
157,ORD-20230609-00157,302,2023-06-09,pending,2027.61,0,370,425.8,2823.41,bank_transfer,express,5,
158,ORD-20240829-00158,35,2024-08-29,cancelled,2059.25,11,150,432.44,2415.17,bank_transfer,same_day,7,
159,ORD-20250628-00159,181,2025-06-28,shipped,1230.98,5,220,258.51,1647.94,bank_transfer,same_day,4,
160,ORD-20250509-00160,179,2025-05-09,pending,4447.27,7,100,933.93,5169.89,paypal,pickup,,
161,ORD-20250822-00161,292,2025-08-22,processing,4065.83,3,200,853.82,4997.68,credit_card,same_day,,
162,ORD-20230429-00162,98,2023-04-29,pending,3896.02,3,260,818.16,4857.3,paypal,same_day,4,
163,ORD-20260226-00163,193,2026-02-26,processing,291.32,14,430,61.18,741.72,bank_transfer,standard,,Nota del cliente: Entregar por la tarde
164,ORD-20240728-00164,310,2024-07-28,shipped,3731.39,20,90,783.59,3858.7,cash_on_delivery,pickup,10,
165,ORD-20250405-00165,101,2025-04-05,processing,408.94,17,260,85.88,685.3,credit_card,pickup,,
166,ORD-20241004-00166,208,2024-10-04,pending,1358.68,9,70,285.32,1591.72,paypal,standard,,
167,ORD-20250410-00167,305,2025-04-10,processing,1808.27,6,130,379.74,2209.51,cash_on_delivery,express,,
168,ORD-20251006-00168,42,2025-10-06,delivered,296.16,19,490,62.19,792.08,paypal,standard,,
169,ORD-20240810-00169,277,2024-08-10,cancelled,1541.22,17,330,323.66,1932.87,bank_transfer,pickup,9,
170,ORD-20230118-00170,157,2023-01-18,shipped,316.6,10,390,66.49,741.43,debit_card,same_day,,
171,ORD-20250120-00171,228,2025-01-20,pending,1172.22,17,310,246.17,1529.11,credit_card,standard,5,
172,ORD-20230518-00172,14,2023-05-18,pending,1026.67,16,70,215.6,1148,bank_transfer,express,,
173,ORD-20240522-00173,139,2024-05-22,shipped,4499.63,16,180,944.92,4904.61,credit_card,standard,,
174,ORD-20230506-00174,301,2023-05-06,pending,1500.13,6,370,315.03,2095.15,debit_card,same_day,,
175,ORD-20240503-00175,220,2024-05-03,delivered,3204.87,7,210,673.02,3863.55,bank_transfer,express,,
176,ORD-20240502-00176,167,2024-05-02,processing,1191.55,20,250,250.23,1453.47,cash_on_delivery,pickup,,
177,ORD-20230624-00177,274,2023-06-24,processing,3278.99,20,180,688.59,3491.78,bank_transfer,same_day,,
178,ORD-20251227-00178,117,2025-12-27,shipped,5304.85,7,350,1114.02,6397.53,debit_card,standard,,
179,ORD-20230510-00179,191,2023-05-10,shipped,5338.31,13,60,1121.05,5825.38,bank_transfer,standard,,
180,ORD-20250221-00180,292,2025-02-21,pending,1184.64,18,440,248.77,1660.17,debit_card,standard,,
181,ORD-20241213-00181,16,2024-12-13,shipped,2278.29,4,380,478.44,3045.6,cash_on_delivery,same_day,,Nota del cliente: Entregar por la tarde
182,ORD-20240206-00182,14,2024-02-06,cancelled,650.82,18,370,136.67,1040.34,credit_card,express,,
183,ORD-20250504-00183,165,2025-05-04,shipped,1432.56,8,20,300.84,1638.8,bank_transfer,pickup,,
184,ORD-20240319-00184,234,2024-03-19,delivered,3151.76,1,0,661.87,3782.11,cash_on_delivery,standard,,Nota del cliente: Dejar en portería
185,ORD-20240103-00185,193,2024-01-03,shipped,1639.93,14,290,344.39,2044.73,paypal,standard,,
186,ORD-20241229-00186,234,2024-12-29,shipped,1418,20,70,297.78,1502.18,paypal,standard,,
187,ORD-20240205-00187,294,2024-02-05,processing,3168.35,11,120,665.35,3605.18,bank_transfer,express,,
188,ORD-20241008-00188,305,2024-10-08,processing,3839.32,13,300,806.26,4446.47,cash_on_delivery,standard,,
189,ORD-20240301-00189,128,2024-03-01,cancelled,2677.19,5,490,562.21,3595.54,debit_card,pickup,,
190,ORD-20231203-00190,77,2023-12-03,shipped,1395.48,18,130,293.05,1567.34,paypal,pickup,,
191,ORD-20230814-00191,128,2023-08-14,delivered,1395.48,19,360,293.05,1783.39,paypal,same_day,,
192,ORD-20260120-00192,226,2026-01-20,pending,3596.26,8,90,755.21,4153.77,debit_card,pickup,,
193,ORD-20250824-00193,56,2025-08-24,pending,2208.84,10,100,463.86,2551.82,debit_card,express,,Nota del cliente: Dejar en portería
194,ORD-20251018-00194,279,2025-10-18,processing,1898.13,14,370,398.61,2401,bank_transfer,pickup,,Nota del cliente: Entregar por la tarde
195,ORD-20250618-00195,212,2025-06-18,processing,5794.84,8,240,1216.92,6788.17,credit_card,standard,8,
196,ORD-20251101-00196,334,2025-11-01,delivered,3641.13,4,50,764.64,4310.12,debit_card,pickup,,
197,ORD-20231211-00197,14,2023-12-11,cancelled,2490.1,2,360,522.92,3323.22,debit_card,express,,
198,ORD-20250126-00198,281,2025-01-26,processing,2594.98,3,400,544.95,3462.08,paypal,standard,,
199,ORD-20240425-00199,310,2024-04-25,processing,1385.25,10,80,290.9,1617.63,debit_card,same_day,,
200,ORD-20230901-00200,139,2023-09-01,pending,299.74,18,270,62.95,578.74,paypal,same_day,,
201,ORD-20230219-00201,290,2023-02-19,processing,2584.33,16,290,542.71,3003.55,debit_card,standard,,
202,ORD-20250711-00202,37,2025-07-11,pending,2325.85,11,120,488.43,2678.44,bank_transfer,pickup,10,
203,ORD-20240621-00203,130,2024-06-21,processing,1317.04,18,110,276.58,1466.55,credit_card,pickup,,
204,ORD-20230126-00204,306,2023-01-26,pending,3351.98,9,490,703.92,4244.22,bank_transfer,standard,,
205,ORD-20240211-00205,31,2024-02-11,cancelled,4272.05,18,120,897.13,4520.21,cash_on_delivery,express,2,
206,ORD-20240419-00206,59,2024-04-19,processing,293.37,5,430,61.61,770.31,bank_transfer,same_day,,
207,ORD-20250222-00207,14,2025-02-22,delivered,4200.58,16,70,882.12,4480.61,credit_card,express,,
208,ORD-20230119-00208,39,2023-01-19,processing,4371.72,16,110,918.06,4700.3,bank_transfer,express,,
209,ORD-20240323-00209,320,2024-03-23,cancelled,2226.6,9,360,467.59,2853.8,credit_card,pickup,,
210,ORD-20230901-00210,331,2023-09-01,delivered,1350.32,9,500,283.57,2012.36,cash_on_delivery,same_day,,
211,ORD-20240914-00211,182,2024-09-14,pending,1163.69,5,470,244.37,1819.88,cash_on_delivery,standard,,
212,ORD-20230805-00212,111,2023-08-05,delivered,4374.73,16,130,918.69,4723.46,cash_on_delivery,express,,
213,ORD-20250430-00213,267,2025-04-30,cancelled,536.19,18,290,112.6,842.28,paypal,standard,,
214,ORD-20260315-00214,283,2026-03-15,cancelled,3610.35,2,270,758.17,4566.31,credit_card,standard,,
215,ORD-20230220-00215,314,2023-02-20,pending,7157.26,1,190,1503.02,8778.71,cash_on_delivery,same_day,,
216,ORD-20241113-00216,204,2024-11-13,delivered,2088.16,12,180,438.51,2456.09,bank_transfer,pickup,,
217,ORD-20240927-00217,18,2024-09-27,pending,2258.99,19,490,474.39,2794.17,cash_on_delivery,pickup,,
218,ORD-20251121-00218,8,2025-11-21,delivered,325.41,7,240,68.34,610.97,debit_card,standard,,
219,ORD-20241125-00219,148,2024-11-25,pending,3833.33,12,100,805,4278.33,paypal,pickup,,Nota del cliente: Llamar antes
220,ORD-20241021-00220,148,2024-10-21,delivered,405.33,16,180,85.12,605.6,paypal,pickup,5,
221,ORD-20231003-00221,320,2023-10-03,shipped,198.91,13,80,41.77,294.82,paypal,same_day,,
222,ORD-20230813-00222,292,2023-08-13,processing,725.12,9,160,152.28,972.14,bank_transfer,same_day,,
223,ORD-20251029-00223,36,2025-10-29,shipped,3038.24,16,180,638.03,3370.15,debit_card,express,,
224,ORD-20250410-00224,157,2025-04-10,shipped,344.19,3,490,72.28,896.14,cash_on_delivery,standard,,
225,ORD-20240701-00225,53,2024-07-01,delivered,2417.41,10,240,507.66,2923.33,paypal,pickup,2,
226,ORD-20241209-00226,241,2024-12-09,cancelled,5563.95,8,40,1168.43,6327.26,debit_card,express,,
227,ORD-20230615-00227,134,2023-06-15,pending,4639.81,16,490,974.36,5361.8,cash_on_delivery,pickup,,
228,ORD-20240816-00228,109,2024-08-16,pending,1978.82,12,440,415.55,2596.91,bank_transfer,standard,,
229,ORD-20250913-00229,39,2025-09-13,processing,4603.04,10,160,966.64,5269.38,cash_on_delivery,standard,,
230,ORD-20240216-00230,297,2024-02-16,pending,3378.45,9,480,709.47,4263.86,paypal,express,,
231,ORD-20230807-00231,318,2023-08-07,pending,3484.53,2,320,731.75,4466.59,cash_on_delivery,standard,,
232,ORD-20240513-00232,83,2024-05-13,delivered,2175.35,2,250,456.82,2838.66,paypal,same_day,4,
233,ORD-20240630-00233,147,2024-06-30,shipped,1426.68,20,0,299.6,1440.94,cash_on_delivery,same_day,,Nota del cliente: Envolver para regalo
234,ORD-20250516-00234,257,2025-05-16,delivered,703.6,1,260,147.76,1104.32,credit_card,standard,,
235,ORD-20250424-00235,9,2025-04-24,shipped,1204.73,15,290,252.99,1567.01,debit_card,express,,
236,ORD-20230317-00236,96,2023-03-17,shipped,1577.44,5,420,331.26,2249.83,paypal,pickup,,
237,ORD-20250613-00237,41,2025-06-13,processing,2021.18,14,410,424.45,2572.66,debit_card,standard,7,
238,ORD-20230730-00238,181,2023-07-30,shipped,2707.1,0,130,568.49,3405.59,debit_card,pickup,,
239,ORD-20240310-00239,282,2024-03-10,delivered,5060.61,11,100,1062.73,5666.67,credit_card,express,,
240,ORD-20250909-00240,265,2025-09-09,processing,1129.6,6,270,237.22,1569.04,cash_on_delivery,same_day,6,
241,ORD-20231027-00241,329,2023-10-27,processing,1223.48,4,300,256.93,1731.47,debit_card,pickup,,
242,ORD-20230101-00242,224,2023-01-01,shipped,84.83,16,90,17.81,179.07,cash_on_delivery,same_day,,
243,ORD-20231106-00243,137,2023-11-06,delivered,2684.65,16,300,563.78,3118.89,credit_card,standard,,
244,ORD-20230111-00244,192,2023-01-11,processing,212.51,15,390,44.63,615.26,paypal,same_day,,
